GeneSymbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,change
IGLV4-69,30.86762311,2.990538167,1.015979821,2.943501539,0.003245222,0.117015008,UP
BNC2,8.944212624,-2.636899786,0.896536316,-2.941208,0.003269349,0.117368216,DOWN
SLC39A8,425.5817716,1.820485477,0.619272801,2.939714895,0.003285144,0.117368216,UP
NIPAL1,4.434965104,-3.107491412,1.05717328,-2.939434311,0.00328812,0.117368216,DOWN
SLC36A4,227.1437511,1.153274953,0.393213931,2.932945308,0.00335763,0.119448542,UP
FLOT1,5566.286704,1.613096308,0.550196296,2.931855992,0.003369429,0.119468738,UP
VPS37A,160.0183998,0.918910892,0.313572097,2.930461291,0.003384592,0.119535127,UP
LINC02520,10.98338084,-2.330388875,0.795939046,-2.927848414,0.003413164,0.119535127,DOWN
SHROOM2,4.859342014,5.493507798,1.876427711,2.927641585,0.003415435,0.119535127,UP
GFPT2,4.18000555,4.05890734,1.386747182,2.926926689,0.003423296,0.119535127,UP
VAT1,847.3224334,1.708895914,0.583929323,2.926545809,0.00342749,0.119535127,UP
ENSG00000286904,17.25250743,2.723818897,0.931349862,2.92459258,0.003449075,0.119894795,UP
LINC01480,27.22978218,1.459739907,0.500867999,2.914420388,0.003563497,0.123468782,UP
GALK1,510.8186138,1.214186719,0.417229511,2.910117066,0.003612934,0.124775257,UP
RAE1,240.2588878,0.600308686,0.20648156,2.90732348,0.00364536,0.125182284,UP
OAS1,858.7893831,-1.657479119,0.570244506,-2.90661129,0.003653669,0.125182284,DOWN
TP53TG5,10.58995161,-1.921796101,0.661452943,-2.905416209,0.00366765,0.125182284,DOWN
ENSG00000277476,45.50418792,-1.379808586,0.475035462,-2.90464333,0.003676718,0.125182284,DOWN
CIB3,9.959952021,-2.648555586,0.912017856,-2.904061109,0.003683563,0.125182284,DOWN
ATP6V1D,414.8348488,0.835742795,0.287934482,2.902545012,0.00370144,0.125389214,UP
IL1R1,1117.87532,2.745605263,0.949497936,2.891639,0.00383238,0.12912906,UP
ENSG00000254531,41.26868985,1.436633753,0.496875972,2.891332713,0.003836118,0.12912906,UP
ENSG00000290062,82.5187121,-1.858432953,0.643534881,-2.88785116,0.003878834,0.130078895,DOWN
EGR3,38.98791935,-2.061476033,0.714131095,-2.886691317,0.00389316,0.130078895,DOWN
ENSG00000310465,6.231636277,-3.470571446,1.202530682,-2.886056462,0.003901022,0.130078895,DOWN
COL9A2,156.3966235,1.482205398,0.513892511,2.884271257,0.003923207,0.130409839,UP
ATP6V1C1,1284.352373,1.839227284,0.64007823,2.873441398,0.004060264,0.134212411,UP
MROH6,461.604403,1.698867263,0.59127205,2.873241283,0.004062837,0.134212411,UP
U2AF1L4,72.3002637,-1.087065098,0.378658732,-2.870830659,0.004093948,0.134821431,DOWN
ANKRD34B,174.7125523,2.060426102,0.718160845,2.869031521,0.004117308,0.135172227,UP
HSPA1L,98.83228833,1.075964255,0.375447901,2.865815078,0.004159371,0.135776622,UP
CYSLTR2,32.82476174,-1.619862319,0.565264309,-2.865672382,0.004161246,0.135776622,DOWN
ENSG00000289278,8.840242655,-3.359157714,1.173855787,-2.861644293,0.004214496,0.137055569,DOWN
GCKR,14.45711636,3.397510178,1.187623296,2.860764174,0.004226213,0.137055569,UP
WDR45P1,4.175368668,4.696480845,1.643114462,2.858279781,0.004259446,0.137713472,UP
ENSG00000287978,56.6490901,1.624980708,0.568906208,2.856324442,0.004285769,0.138144635,UP
AMOTL1,18.5974849,1.826019309,0.639545514,2.855182735,0.004301207,0.138223391,UP
PNMT,13.14505176,3.341675216,1.171717871,2.851945248,0.004345258,0.139218416,UP
NDUFAF1,166.703381,1.083132184,0.380378191,2.847513893,0.004406217,0.140024307,UP
MYL6,8008.23656,1.446681262,0.508105388,2.847207089,0.004410466,0.140024307,UP
MICU3,6.867220501,-2.299637392,0.807701336,-2.847138279,0.00441142,0.140024307,DOWN
MXRA7,181.6262942,1.55035783,0.544692581,2.84629878,0.004423067,0.140024307,UP
SLC2A5,83.80098631,1.962063509,0.691568487,2.837121047,0.004552235,0.143685827,UP
ATP5MK,220.0884809,1.082491026,0.382118238,2.832869304,0.004613224,0.145180081,UP
ZNF425,12.8731525,1.870096606,0.661125873,2.828654394,0.004674415,0.146671829,UP
CNIH1,308.8374543,0.856392709,0.303139345,2.825079372,0.004726891,0.14788216,UP
ENSG00000309493,6.749869857,-2.932002858,1.039253641,-2.821258202,0.004783568,0.14861445,DOWN
ALOX5AP,5857.771045,1.89306813,0.671391898,2.819617179,0.004808097,0.14861445,UP
MREG,62.04070837,1.31587946,0.466728918,2.819365607,0.004811868,0.14861445,UP
GLMP,203.4667234,1.251023872,0.443795904,2.818917122,0.004818596,0.14861445,UP
INTS13,151.5510731,0.973537461,0.345371389,2.818813291,0.004820155,0.14861445,UP
GPRC5D-AS1,6.29448175,-2.468338068,0.876538615,-2.816006079,0.004862475,0.148821982,DOWN
GALNT14,369.1121595,2.382041141,0.845933869,2.815871579,0.004864511,0.148821982,UP
ENSG00000296291,5.173699202,-2.531150684,0.8990378,-2.815399623,0.004871661,0.148821982,DOWN
ENSG00000275063,5.627541779,3.536389954,1.256417086,2.81466242,0.00488285,0.148821982,UP
SERPINC1,19.47564651,3.459044447,1.230772111,2.810467037,0.004946966,0.150345352,UP
CALHM6,79.32798201,-1.838432566,0.654690882,-2.808092516,0.004983591,0.150649677,DOWN
ENSG00000231794,4.821948384,-3.59601835,1.280641625,-2.807981781,0.004985305,0.150649677,DOWN
APMAP,5296.014919,1.431173252,0.510949995,2.801004533,0.00509438,0.153509699,UP
SAMD4A-AS1,25.5199657,-2.564814254,0.918862045,-2.791294154,0.005249774,0.157539855,DOWN
COQ3,37.42500616,1.171012061,0.419676601,2.790272458,0.00526637,0.157539855,UP
RN7SL587P,4.759090827,3.559618575,1.275898183,2.789892347,0.005272557,0.157539855,UP
CARD6,541.2175945,1.687780679,0.60626576,2.78389576,0.005371029,0.159325466,UP
ENSG00000307738,13.47883188,3.790432601,1.361701612,2.783599996,0.005375929,0.159325466,UP
SMPDL3A,264.2137207,2.111137525,0.758441633,2.783520092,0.005377253,0.159325466,UP
LINC02019,36.34287194,-1.232085266,0.442849137,-2.782178313,0.005399536,0.159541303,DOWN
PGM1,457.9678991,1.008519496,0.363340159,2.775689586,0.005508477,0.162309344,UP
ENSG00000287733,94.54320746,-1.522531953,0.548792047,-2.774333123,0.0055315,0.162537488,DOWN
DGLUCY,964.5940583,-1.380683992,0.498140465,-2.771676039,0.005576851,0.163050215,DOWN
CXCL8,1148.802385,-2.681445346,0.967501587,-2.771515192,0.005579607,0.163050215,DOWN
NQO1-DT,4.672596737,4.233676381,1.52818672,2.770392077,0.005598885,0.163165318,UP
S100A6,6294.062757,1.421670597,0.513591531,2.768095872,0.005638487,0.163870443,UP
SLCO2B1,15.74665024,2.873320798,1.038588134,2.766564246,0.005665042,0.164193605,UP
LILRA4,12.60647583,-2.44567565,0.88454071,-2.764910222,0.005693846,0.164580012,DOWN
CD83,149.6403479,-1.793484129,0.649104866,-2.763011375,0.005727077,0.164998247,DOWN
FFAR3,105.6093348,2.851059519,1.032273645,2.761922221,0.005746217,0.164998247,UP
ENSG00000279164,6.645639391,3.060444973,1.108281876,2.761431941,0.005754851,0.164998247,UP
ZUP1,82.05904877,0.978162287,0.354812512,2.756842707,0.005836242,0.16610013,UP
TTI2,75.90796663,1.033832957,0.375036435,2.756620049,0.005840217,0.16610013,UP
SPRY2,36.00527832,2.32633687,0.844112822,2.755954902,0.005852107,0.16610013,UP
NDUFA1,318.3933488,1.13814001,0.413101567,2.755109401,0.005867251,0.16610013,UP
ENSG00000281969,8.381257962,6.289438886,2.283017033,2.754880404,0.005871359,0.16610013,UP
FAM118B,77.72620236,0.756206947,0.274727896,2.752567021,0.005913004,0.166834551,UP
ENSG00000309723,4.611134178,-3.401740483,1.236722996,-2.750608257,0.005948473,0.167114328,DOWN
ACVR2A,36.85977862,-1.547977055,0.563012376,-2.749454758,0.00596945,0.167114328,DOWN
MTX1,81.378838,0.892323954,0.324566865,2.749276189,0.005972704,0.167114328,UP
ITLN1,16.18647054,-1.954684528,0.711166695,-2.748560276,0.005985763,0.167114328,DOWN
DACT1,9.012027193,-2.428349273,0.884988964,-2.7439317,0.006070817,0.168925367,DOWN
PGLYRP2,17.56432477,2.453302622,0.894527967,2.742566709,0.006096107,0.168925367,UP
NOP10,1026.202626,1.379168055,0.502896342,2.742449962,0.006098274,0.168925367,UP
SLC4A4,14.36102382,-1.691869808,0.618016389,-2.737580812,0.006189291,0.171001273,DOWN
C3AR1,1140.875972,2.30422721,0.842204282,2.735948107,0.006220083,0.171406806,UP
GSTO1,1334.881988,1.514312035,0.553958678,2.733619123,0.006264246,0.172177737,UP
CD99L2,440.9823038,0.997837884,0.365782179,2.727956534,0.0063728,0.174709997,UP
CCR2,913.3804321,1.537484997,0.563882943,2.726603128,0.006398995,0.174977154,UP
ENSG00000303319,9.879971952,2.951621402,1.08440494,2.721881185,0.006491148,0.175858317,UP
ENSG00000226423,6.089721534,-2.498485591,0.91804401,-2.72153139,0.006498021,0.175858317,DOWN
LINC00239,14.80817163,1.453639903,0.534150431,2.721405469,0.006500497,0.175858317,UP
ENSG00000276916,8.392906215,2.926516248,1.075588692,2.720850703,0.006511416,0.175858317,UP
RGPD1,14.40602734,-1.835669244,0.674732825,-2.720586839,0.006516615,0.175858317,DOWN
ZNF805,68.15930471,-0.935432065,0.343996651,-2.719305736,0.006541911,0.175858317,DOWN
FKBP9,120.0365818,1.673990891,0.615652598,2.719051129,0.006546949,0.175858317,UP
ENSG00000230730,46.63607338,2.940563181,1.081948133,2.71784117,0.006570937,0.176058085,UP
MYOSLID-AS1,21.25100306,2.157529859,0.794748395,2.714733209,0.006632918,0.176653532,UP
ENSG00000255224,30.19096436,1.941168118,0.715098447,2.714546684,0.006636655,0.176653532,UP
TNFSF15,4.328922217,-2.858098142,1.053004764,-2.71423097,0.006642983,0.176653532,DOWN
NDUFA2,314.2747654,0.988399671,0.364321637,2.712986468,0.006667983,0.176876146,UP
ENSG00000300484,5.599570801,-2.258997184,0.833276931,-2.710980106,0.006708465,0.176995467,DOWN
ENSG00000295007,15.72521192,-2.171823711,0.80113517,-2.710932927,0.00670942,0.176995467,DOWN
ENSG00000287338,30.75335066,2.717007587,1.002477814,2.710291987,0.0067224,0.176995467,UP
LINC01993,7.68041672,3.019921281,1.114593239,2.709438005,0.00673973,0.177013598,UP
LINC01267,4.339938847,3.709128125,1.370098407,2.707198333,0.006785371,0.177221104,UP
FOXC1,17.43222402,2.300503428,0.850257204,2.705655908,0.006816964,0.177221104,UP
STAC,8.558164437,3.200896862,1.183078986,2.705564802,0.006818834,0.177221104,UP
NETO2,87.8013657,1.273786352,0.470866802,2.705194647,0.006826438,0.177221104,UP
ENSG00000293791,10.82645501,-2.154055854,0.796358726,-2.704881336,0.006832879,0.177221104,DOWN
SAMD4A,50.12576858,-1.638599682,0.606150441,-2.703288774,0.006865707,0.177221104,DOWN
ENSG00000308586,9.265179846,2.351774675,0.870124948,2.70280111,0.006875788,0.177221104,UP
SAMD15,7.557411177,2.821043762,1.043843933,2.702553201,0.006880917,0.177221104,UP
ENSG00000300410,6.615681811,-2.101315266,0.779127404,-2.697011112,0.006996494,0.178899329,DOWN
HAMP,6.807792588,3.80340829,1.411065033,2.695416726,0.007030065,0.178899329,UP
ENSG00000296254,4.608555391,-2.831031377,1.050483049,-2.694980542,0.007039274,0.178899329,DOWN
PKD1,417.9526737,-1.209486575,0.448820808,-2.694809494,0.007042889,0.178899329,DOWN
ENSG00000290399,80.02120542,-1.593428561,0.591386523,-2.694394444,0.007051666,0.178899329,DOWN
TFF3,8.452102487,3.180683341,1.180678841,2.69394456,0.007061191,0.178899329,UP
PTX3,38.86576902,1.957344862,0.72660537,2.693821078,0.007063807,0.178899329,UP
ENSG00000258926,37.45635849,-1.712437168,0.636099335,-2.6920908,0.007100561,0.179350824,DOWN
ZNF674-AS1,32.59878317,-1.080165407,0.401397803,-2.691009762,0.007123611,0.179350824,DOWN
EPCAM,5.502644619,3.881321256,1.442544886,2.690606921,0.007132218,0.179350824,UP
IL1R1-AS1,7.22885122,4.519802324,1.680809689,2.689062513,0.0071653,0.179757773,UP
WASHC3,183.2324553,0.811009269,0.301811963,2.687134274,0.007206798,0.180373425,UP
ENSG00000285492,4.585290509,-2.309349556,0.8596999,-2.686227552,0.007226386,0.180439116,DOWN
MRC1,40.04299762,2.423736543,0.902561478,2.685397728,0.007244354,0.180464158,UP
SMPD5,39.1892788,3.126143484,1.164745408,2.683971504,0.007275331,0.180662394,UP
LINC03040,7.166793003,3.397261547,1.265996362,2.683468649,0.007286281,0.180662394,UP
TRPM2,547.3454737,1.590495288,0.593286166,2.680823148,0.007344132,0.180957889,UP
FCER1G,6563.320273,1.821815134,0.679578678,2.680800902,0.00734462,0.180957889,UP
TRAPPC5,62.56182479,1.492833275,0.556971872,2.680266902,0.007356348,0.180957889,UP
CFAP144P2,9.872563173,3.373915452,1.259145997,2.679526807,0.00737263,0.180957889,UP
TNFSF8,286.3744437,-0.849032858,0.316916299,-2.679044467,0.007383259,0.180957889,DOWN
TNFRSF10B,529.6983815,-1.260942206,0.471128108,-2.67643171,0.007441073,0.181505134,DOWN
OR52K2,4.568197615,-3.1960065,1.194245583,-2.676171925,0.007446843,0.181505134,DOWN
KBTBD6-DT,25.27693421,1.746007844,0.652536328,2.675725117,0.007456778,0.181505134,UP
CORO6,34.41380302,1.956035102,0.731811574,2.67286713,0.007520603,0.182640767,UP
THAP2,44.68134647,1.001313506,0.375982699,2.663190376,0.007740361,0.187549473,UP
TRAV41,7.222891066,-2.461527674,0.92567734,-2.659163802,0.007833487,0.189374542,DOWN
ENSG00000289138,45.86291653,-1.256292847,0.472817886,-2.657033257,0.007883167,0.190143408,DOWN
ENSG00000289471,35.62992469,1.556242843,0.58664965,2.652763611,0.007983576,0.191578541,UP
FGFR2,5.575727412,-2.508394805,0.945699852,-2.652421695,0.007991666,0.191578541,DOWN
CCDC77,49.97086936,0.792612518,0.298849923,2.652209211,0.007996698,0.191578541,UP
PODN,6.585702413,-2.262375333,0.854335274,-2.648111817,0.008094275,0.193480452,DOWN
ENSG00000302074,12.17728009,3.213845637,1.214948554,2.645252449,0.008162999,0.194351876,UP
TMEM255B,30.88604655,1.82817282,0.691160969,2.64507532,0.008167274,0.194351876,UP
ENSG00000306991,5.736008784,3.822317386,1.446411772,2.642620491,0.008226719,0.195329482,UP
LINC02970,38.86558989,2.302881707,0.872140525,2.640493866,0.008278529,0.196121858,UP
CEP250-AS1,14.97010371,1.208085524,0.457970309,2.63791233,0.008341814,0.196789709,UP
ENSG00000310436,6.672863998,2.443574849,0.926356273,2.637834837,0.008343721,0.196789709,UP
ENSG00000186076,57.58876574,1.283278085,0.486651772,2.63695348,0.00836543,0.196865225,UP
CCDC85C,145.003419,-1.494006689,0.56709965,-2.634469426,0.008426889,0.197873778,DOWN
TTTY14,11.99976424,3.07352791,1.168374454,2.630601773,0.008523385,0.199698769,UP
RPL32P1,8.884266039,-2.692881478,1.024094,-2.629525685,0.008550407,0.199891609,DOWN
SCML1,33.22853444,-1.435382295,0.546490862,-2.626544,0.008625684,0.200857334,DOWN
ENSG00000294754,8.75847781,-3.431881808,1.306689545,-2.626394173,0.008629482,0.200857334,DOWN
ENSG00000272950,4.605466953,2.534151519,0.965541,2.624592348,0.008675276,0.201482346,UP
ENSG00000307847,7.663296583,3.336675826,1.271936005,2.6233048,0.008708133,0.201804814,UP
OTULINL,789.6606668,1.317012576,0.502579164,2.620507712,0.008779894,0.203025515,UP
ENSG00000278017,10.99362751,-2.117109683,0.809033442,-2.616838282,0.008874838,0.20477581,DOWN
ENSG00000278997,11.72232288,-1.539804778,0.588637419,-2.615879876,0.008899786,0.204906981,DOWN
HIGD1A,317.7793001,0.921554254,0.352471861,2.614547019,0.008934586,0.205263917,UP
CDC123,826.7531607,1.116039762,0.427065075,2.613277994,0.008967833,0.205583695,UP
AATBC,86.98682805,-1.867510252,0.715780226,-2.609055383,0.009079255,0.207690391,DOWN
LYPLAL1-DT,9.591348604,-2.53398683,0.972127601,-2.606640144,0.00914354,0.208712088,DOWN
ENSG00000289587,6.294783515,-1.850734528,0.710694136,-2.604122412,0.009210985,0.209801391,DOWN
ENSG00000286584,6.458060731,-1.98951902,0.764250741,-2.60322812,0.009235048,0.209900018,DOWN
PDCD1LG2,32.125461,-2.396180855,0.921504941,-2.600290837,0.009314478,0.211244356,DOWN
NDUFS5,475.2518982,1.463724563,0.56314418,2.599200372,0.009344121,0.211244356,UP
ATP6AP1-DT,14.62678016,1.94666636,0.749542549,2.597139232,0.009400381,0.211244356,UP
B3GALT9,41.19563528,1.009852354,0.388919561,2.596558406,0.00941629,0.211244356,UP
CPM,141.7354779,1.756977001,0.676680271,2.596465535,0.009418835,0.211244356,UP
ASPH,1539.290108,1.938964138,0.746832998,2.596248616,0.009424784,0.211244356,UP
TRMT10A,41.24587477,1.157087269,0.445729325,2.595941541,0.009433211,0.211244356,UP
MGST1,183.7353562,1.561163876,0.601789947,2.594200656,0.009481114,0.211871018,UP
RALGPS2-AS1,8.842246608,-1.872696566,0.722401004,-2.592322761,0.009533029,0.212584544,DOWN
SFN,50.36789082,-1.574583583,0.60825326,-2.588697317,0.009633973,0.21379848,DOWN
RASGEF1A,216.7264773,1.281456276,0.495124763,2.588148225,0.009649345,0.21379848,UP
ENSG00000289691,46.49885683,-1.374682562,0.531250648,-2.587634606,0.009663743,0.21379848,DOWN
ADAM9,516.3996292,1.617755433,0.625222457,2.587487727,0.009667864,0.21379848,UP
ENSG00000267940,12.2071859,1.894246534,0.732479488,2.586074512,0.009707594,0.214231701,UP
LINC00659,12.83390119,2.533609664,0.981594965,2.581115178,0.009848172,0.216884067,UP
ATXN1-AS1,24.77051543,1.485450286,0.576774764,2.575442578,0.010011189,0.220018641,UP
TRBV9,7.293939955,-2.030433383,0.789246259,-2.572623385,0.010093097,0.221361392,DOWN
ENSG00000296488,9.313187186,-1.738444256,0.676398068,-2.570149647,0.010165459,0.222489691,DOWN
UBTD1,351.0653236,1.3759499,0.536105555,2.566565273,0.010271129,0.224340865,UP
GNPAT,421.7203197,0.508156415,0.198285445,2.562751967,0.010384621,0.226354936,UP
